IQ,Major,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
84,Education,9.65,9.42,5,No,8,2,5,No
113,Engineering,8.7,8.59,1,No,6,5,3,Yes
100,Marketing,6.42,6.22,9,Yes,10,10,0,No
110,Psychology,6.89,7.03,9,Yes,1,8,3,No
93,Business,6,5.6,10,Yes,3,1,5,No
116,Design,9.86,9.84,10,Yes,4,2,2,Yes
104,Computer Science,7.59,7.42,9,No,9,1,2,No
89,Finance,9.48,9.86,6,No,3,4,3,No
99,Marketing,6.73,6.3,10,No,3,7,1,No
96,Finance,9.3,9.63,10,No,3,3,4,No
107,Restaurant,5.27,4.94,2,No,7,8,4,No
82,Psychology,9.91,9.5,7,No,6,6,0,No
99,Pharmacy,9.56,9.26,2,No,3,2,2,No
105,Marketing,6.82,6.42,4,No,10,9,4,No
100,Engineering,8.87,8.89,4,Yes,0,9,2,Yes
120,Design,8.76,9.25,10,No,5,7,5,Yes
111,Business,9.51,9.04,7,Yes,4,10,2,Yes
99,Marketing,6.54,6.5,6,No,10,8,2,No
103,Engineering,7.33,7.22,10,No,4,10,4,No
104,Education,9.32,9.16,7,No,10,1,4,No
106,Finance,8.89,8.72,6,Yes,5,6,5,No
72,Education,6.97,7.37,1,Yes,7,9,4,No
95,Design,9.23,8.75,4,Yes,5,6,3,No
77,Computer Science,5.23,5.5,3,Yes,5,3,4,No
119,Psychology,8.91,8.66,7,Yes,6,2,2,Yes
99,Marketing,6.03,5.91,7,No,10,8,5,No
97,Pharmacy,6.43,6.35,4,No,7,4,2,No
113,Finance,7.47,7.27,7,Yes,3,1,5,No
106,Finance,7.25,6.84,4,Yes,6,8,0,No
83,Marketing,7.6,7.21,9,No,7,1,1,No
98,Restaurant,7.72,7.52,3,No,5,2,3,No
94,Education,6.66,6.98,10,No,8,1,5,No
73,Finance,5.88,5.51,2,No,5,8,0,No
89,Engineering,8.84,9.08,5,Yes,3,3,5,No
97,Business,7,6.79,9,No,5,9,3,No
98,Psychology,7.53,7.91,3,No,1,7,3,No
77,Finance,8.22,8.15,1,Yes,10,6,2,No
117,Engineering,9.55,9.22,9,No,7,6,2,Yes
98,Design,8.54,9.03,5,Yes,10,10,2,Yes
100,Design,5.23,4.91,2,No,5,1,2,No
106,Psychology,9.19,9.26,6,No,3,8,0,No
88,Restaurant,9.95,10.02,3,No,6,10,1,No
106,Pharmacy,7.36,7.23,9,Yes,7,3,1,No
94,Psychology,9.85,10.3,3,Yes,2,3,5,No
86,Computer Science,7.74,8.08,2,No,9,3,0,No
108,Restaurant,7.3,7.63,3,Yes,2,9,1,No
122,Finance,6.66,7.13,6,No,9,5,5,No
110,Psychology,8.29,8.25,3,No,2,2,4,No
113,Education,6.15,5.75,9,No,2,4,4,No
92,Design,5.52,5.79,9,Yes,1,7,4,No
76,Engineering,5.14,5.02,9,No,4,10,2,No
122,Psychology,6.46,6.15,2,No,5,1,4,No
130,Education,6.98,6.96,7,Yes,0,2,5,No
123,Restaurant,7.76,8.19,2,No,5,8,3,Yes
94,Computer Science,6.46,6.13,1,No,6,8,3,No
82,Engineering,9.92,10.27,5,Yes,1,3,5,No
84,Business,6.46,6.38,8,No,0,5,0,No
74,Computer Science,7.2,6.84,3,Yes,6,8,3,No
98,Finance,5.52,5.87,7,No,5,10,5,No
124,Education,6.3,6.77,6,No,2,9,5,Yes
97,Psychology,5.24,5.03,1,No,1,2,0,No
104,Psychology,7.8,7.6,7,Yes,1,10,1,No
120,Marketing,8.76,8.65,3,No,1,8,3,Yes
93,Design,5.98,6.29,4,Yes,7,3,5,No
130,Finance,6.84,6.35,10,No,0,9,5,Yes
129,Education,5.08,4.8,2,Yes,2,5,3,No
98,Psychology,9.2,9.41,1,No,7,5,0,No
91,Business,8.9,8.81,5,No,5,4,3,No
110,Engineering,5.32,5.15,6,Yes,6,8,0,No
94,Finance,6.82,7.19,2,No,1,1,3,No
82,Restaurant,9.78,10.2,10,No,8,6,5,No
119,Business,6.96,7.41,6,No,6,7,2,No
118,Engineering,7.63,7.4,6,No,2,8,1,No
102,Pharmacy,6.78,7.19,8,Yes,8,4,3,No
81,Design,7.98,8.22,8,Yes,2,9,5,Yes
81,Finance,9.89,9.54,6,No,9,3,1,No
101,Education,9.99,10.1,7,No,7,8,3,Yes
92,Computer Science,8.87,8.4,4,No,6,10,3,Yes
94,Engineering,7.02,7.23,5,Yes,2,10,2,No
115,Restaurant,7.47,7.7,6,No,4,5,4,No
110,Psychology,6.78,7.07,6,No,6,5,4,No
120,Computer Science,9.93,9.6,3,Yes,2,7,1,No
85,Business,8.54,8.67,9,No,1,5,1,No
94,Design,7.24,6.92,4,Yes,8,7,2,No
111,Education,5.06,5.51,8,No,1,9,0,No
106,Computer Science,7.6,7.78,4,No,2,5,1,No
122,Restaurant,9.92,9.52,6,No,0,2,4,Yes
106,Engineering,7.62,7.31,1,Yes,0,10,2,No
127,Education,5.91,6.07,2,Yes,0,6,0,No
108,Pharmacy,5.11,5.09,6,No,9,9,5,No
115,Psychology,6.77,7.01,3,Yes,2,9,2,Yes
95,Design,9.59,9.37,7,No,5,5,4,No
100,Computer Science,9.98,10.14,1,No,9,2,5,No
113,Design,9.73,9.41,3,No,2,6,2,Yes
124,Design,8.65,8.69,3,Yes,3,4,3,Yes
110,Design,7.79,8.25,1,No,1,4,4,No
98,Engineering,7.95,8.08,4,No,6,3,0,No
120,Design,7.69,7.24,8,No,3,1,2,No
67,Pharmacy,8.54,9.03,7,Yes,10,9,4,Yes
78,Business,7.09,6.75,7,No,0,6,4,No
110,Restaurant,8.35,8.57,5,Yes,3,10,0,No
100,Education,5.61,5.64,4,No,3,3,4,No
109,Pharmacy,6.33,6.12,10,No,10,1,0,No
100,Education,9.18,8.86,6,No,2,6,4,No
108,Restaurant,9.52,9.2,2,Yes,7,4,2,No
87,Business,7.7,8.06,1,Yes,6,1,0,No
108,Finance,5.16,5.53,7,No,9,10,0,No
114,Education,9.63,9.6,4,No,9,4,4,Yes
118,Education,8.51,8.11,7,No,2,2,5,Yes
130,Business,7.07,7.45,6,No,3,3,3,No
103,Computer Science,7.99,7.98,9,No,7,10,5,No
104,Pharmacy,7.15,7.09,10,No,9,10,5,No
77,Computer Science,7.33,7.24,6,Yes,2,7,0,No
92,Computer Science,9.43,9.3,3,Yes,4,7,3,No
97,Computer Science,5.81,5.84,7,No,4,5,5,No
115,Design,5.52,5.62,9,Yes,4,10,1,No
90,Psychology,5.01,4.98,10,No,4,2,2,No
111,Education,6.57,6.97,6,No,8,9,3,Yes
99,Computer Science,5.74,5.56,7,Yes,9,9,5,No
97,Pharmacy,6.1,6.18,8,Yes,4,9,5,No
103,Psychology,5.06,4.86,4,No,10,6,2,No
94,Psychology,6.14,6.39,5,No,10,1,0,No
93,Computer Science,6.66,6.26,4,No,8,6,5,No
74,Engineering,5.16,4.85,1,No,8,8,2,No
96,Computer Science,8.04,8.34,6,Yes,10,4,3,No
92,Engineering,7.84,7.52,7,Yes,9,6,5,No
92,Computer Science,5.49,5.62,2,No,3,8,5,No
106,Pharmacy,7.98,8.45,6,No,8,6,0,No
109,Engineering,9.99,10.01,2,No,10,4,5,No
103,Design,9.72,9.41,10,Yes,1,7,3,No
114,Psychology,5.01,4.83,5,No,2,5,0,No
108,Computer Science,8.98,9.3,1,No,0,1,3,No
95,Psychology,6.77,6.62,3,No,10,3,0,No
93,Computer Science,5.32,5.54,4,No,6,3,5,No
104,Education,6.48,6.76,4,Yes,9,1,3,No
108,Education,6.61,6.61,2,Yes,10,4,1,No
120,Marketing,7.62,7.9,8,Yes,8,2,3,No
117,Computer Science,8.31,8.13,6,Yes,2,10,3,Yes
91,Marketing,8.75,8.77,9,Yes,7,1,1,No
98,Business,6.23,6.42,6,No,0,6,2,No
110,Business,6.61,6.28,3,Yes,5,7,0,No
116,Psychology,6.54,6.31,2,No,5,4,5,No
114,Engineering,6.81,6.96,9,No,4,5,3,No
99,Computer Science,10,10.16,3,No,3,9,2,Yes
81,Restaurant,8.89,8.88,6,Yes,2,8,4,Yes
85,Computer Science,9.87,10.17,10,No,3,2,2,No
104,Computer Science,8.47,8.45,2,No,6,10,4,Yes
105,Restaurant,7.03,7.41,7,Yes,6,3,0,No
83,Business,6.95,7.19,1,No,2,9,4,No
100,Marketing,7.44,7.25,9,Yes,10,5,1,No
109,Psychology,7.08,6.98,1,Yes,9,1,1,No
82,Business,9.14,9.31,9,No,2,9,2,Yes
116,Restaurant,7.33,7.72,1,No,2,8,1,No
94,Computer Science,6.48,6.16,1,No,4,10,1,No
118,Business,8.87,8.88,8,No,0,7,2,Yes
91,Pharmacy,9.27,8.89,1,No,9,7,3,No
84,Education,7.1,6.88,8,No,10,8,0,No
93,Computer Science,8.34,8.53,3,Yes,6,4,4,No
98,Finance,5.29,4.87,4,Yes,7,7,2,No
94,Restaurant,7.65,7.81,2,Yes,6,8,1,No
96,Design,5.22,5.62,6,Yes,7,10,4,No
105,Engineering,5.15,5.62,7,No,8,3,3,No
97,Design,8.06,7.78,10,No,3,2,5,No
99,Business,6.52,6.77,3,Yes,2,2,0,No
74,Computer Science,8.71,9.14,9,No,6,7,0,No
105,Engineering,9.48,9.07,3,Yes,8,9,1,No
98,Engineering,5.7,5.61,7,No,8,8,3,No
124,Psychology,8.62,9.04,4,Yes,7,10,0,Yes
85,Design,7.57,7.27,5,Yes,2,10,4,No
72,Computer Science,5.56,5.99,9,Yes,5,7,4,No
109,Psychology,8.26,8.29,3,No,1,9,5,Yes
105,Marketing,8.05,7.65,3,Yes,5,4,1,No
84,Design,7.58,7.53,9,Yes,4,10,3,No
77,Education,9.63,9.46,9,No,3,7,4,No
123,Education,7.61,7.39,4,No,2,5,0,No
121,Psychology,9.95,9.99,1,No,7,1,4,Yes
62,Marketing,7.55,7.53,1,No,9,10,5,No
93,Pharmacy,5.58,5.56,9,Yes,5,4,0,No
124,Pharmacy,7.35,6.94,6,Yes,8,1,3,No
92,Education,5.91,6.21,5,No,2,1,1,No
92,Finance,7.99,7.97,10,No,4,7,5,No
95,Restaurant,8.47,8.79,3,Yes,3,3,5,No
83,Restaurant,7.34,7.66,3,No,5,9,1,No
74,Finance,5.49,5.31,2,No,1,7,1,No
115,Psychology,7.34,6.84,7,Yes,5,6,2,No
72,Restaurant,5.41,5.82,9,Yes,2,2,1,No
103,Restaurant,8.41,8.67,6,No,7,5,1,No
113,Design,8.95,8.56,10,Yes,9,8,0,Yes
78,Design,9.81,10.01,1,No,9,4,5,No
86,Finance,5.74,5.26,6,No,10,8,3,No
118,Computer Science,7.66,7.19,8,No,5,9,3,Yes
107,Marketing,7.84,7.87,8,No,7,8,4,No
90,Psychology,9.61,9.21,10,No,6,6,1,No
118,Design,8.14,8.6,3,Yes,5,2,3,Yes
118,Design,5.73,6.12,1,Yes,8,8,3,Yes
104,Pharmacy,7.18,7.33,5,Yes,10,4,5,No
86,Marketing,8.27,7.83,6,Yes,8,1,3,No
93,Pharmacy,8.5,8.32,10,No,9,5,3,No
104,Computer Science,9.32,9.19,9,Yes,9,3,0,No
97,Marketing,5.9,5.88,2,No,3,3,1,No
114,Restaurant,9.76,9.43,1,No,7,7,3,Yes
77,Pharmacy,5.3,5.38,7,No,2,1,0,No
77,Education,9.92,9.86,2,No,10,3,2,No
102,Psychology,9.29,9.74,2,No,4,10,4,Yes
92,Restaurant,8.3,8.74,3,No,2,6,0,No
90,Marketing,8.67,8.74,4,No,9,8,4,Yes
73,Education,5.36,5.5,7,No,3,6,4,No
100,Computer Science,5.21,4.85,1,No,4,4,2,No
99,Education,5.51,5.23,6,Yes,7,8,2,No
109,Design,5.44,5.84,7,No,9,10,2,No
101,Finance,7.74,7.94,3,No,7,5,0,No
98,Education,6.08,5.77,3,No,2,10,2,No
117,Engineering,9.3,9.37,2,Yes,7,6,5,Yes
80,Computer Science,7.23,7.66,5,No,9,1,3,No
108,Restaurant,8.48,8.33,7,Yes,3,4,0,No
74,Pharmacy,8.26,7.95,3,No,10,4,1,No
87,Business,6.6,7.04,7,No,1,5,2,No
81,Computer Science,6.22,6.18,8,No,2,1,0,No
111,Engineering,6.71,6.63,3,No,7,4,2,No
99,Design,8.98,8.75,1,Yes,4,7,4,No
99,Pharmacy,7.93,8.32,3,Yes,1,6,3,No
83,Psychology,6.27,6.62,6,No,6,10,4,No
95,Business,9.09,8.99,1,Yes,4,5,2,No
88,Education,5.27,4.8,9,No,5,1,0,No
105,Engineering,8.5,8.45,3,No,1,8,5,Yes
85,Education,7.2,6.88,3,Yes,10,5,3,No
119,Psychology,8.66,8.3,7,Yes,6,8,4,Yes
74,Computer Science,9.64,9.53,7,No,0,6,3,No
87,Finance,8.75,8.35,6,No,9,7,3,No
125,Engineering,7.21,7.67,7,Yes,9,10,2,Yes
93,Marketing,5.75,5.3,5,Yes,4,10,3,No
80,Restaurant,9.03,8.93,8,Yes,8,1,1,No
103,Marketing,7.3,6.96,10,No,6,6,1,No
92,Finance,5.38,5.57,2,No,8,3,4,No
87,Psychology,8.6,8.18,5,No,8,3,4,No
83,Marketing,6.46,6.51,9,No,0,3,5,No
141,Design,5.24,5.51,4,No,7,6,0,No
96,Engineering,9.51,9.96,8,Yes,6,8,2,Yes
71,Design,7.42,7.62,3,No,10,3,4,No
122,Business,6.4,6,6,No,1,3,0,No
109,Finance,8.58,8.17,8,No,2,5,5,No
88,Business,9.43,9.66,9,No,5,6,4,No
86,Business,5,4.72,7,Yes,10,6,0,No
110,Business,8.44,8.39,6,No,10,7,2,No
96,Computer Science,8.84,9.32,6,No,2,7,2,No
71,Computer Science,6.05,6.37,6,Yes,7,3,4,No
126,Finance,7.45,7.8,10,No,3,5,1,No
93,Pharmacy,5.45,5.81,9,Yes,6,1,3,No
122,Marketing,8.73,8.85,3,No,3,1,4,Yes
119,Computer Science,9.24,9.48,4,No,1,2,0,No
84,Education,5.54,5.4,3,Yes,6,2,2,No
115,Design,9.08,9.58,9,No,7,7,4,Yes
90,Computer Science,8.86,8.64,5,Yes,0,5,2,No
71,Psychology,6.73,6.82,10,Yes,4,3,4,No
93,Business,8.45,8.23,8,No,9,7,2,No
105,Computer Science,5,4.61,8,No,7,3,1,No
93,Finance,9.66,9.73,9,Yes,0,3,0,No
95,Design,7.75,7.6,10,Yes,2,4,4,No
117,Design,8.1,8.18,7,No,1,5,2,Yes
101,Pharmacy,8.32,8.38,3,No,2,8,4,Yes
87,Restaurant,7.81,7.85,5,Yes,2,9,0,No
110,Restaurant,9.28,8.9,3,No,2,5,4,No
102,Marketing,8.05,7.99,2,Yes,0,8,3,No
62,Education,9.54,9.85,3,No,2,3,2,No
106,Engineering,7.91,7.73,10,Yes,1,7,0,No
105,Finance,5.86,5.8,9,Yes,8,3,5,No
100,Psychology,9.57,9.56,9,Yes,9,10,1,No
113,Computer Science,8.41,8.77,8,No,7,3,3,Yes
89,Finance,8.5,8.66,7,Yes,5,4,4,No
105,Education,9.93,9.53,1,Yes,6,2,5,No
76,Restaurant,5.38,5.75,9,Yes,0,7,4,No
106,Finance,7.14,7.47,10,Yes,6,6,3,No
129,Computer Science,6.2,6.45,2,No,7,3,1,No
85,Pharmacy,8.15,8.12,6,No,7,1,1,No
88,Marketing,9.03,9.29,10,No,5,10,4,Yes
89,Pharmacy,9.83,9.81,5,Yes,6,3,4,No
101,Restaurant,7.27,7.51,6,No,10,4,1,No
84,Business,8.93,9.31,8,Yes,1,10,1,No
106,Restaurant,9.59,9.98,8,Yes,3,1,1,No
112,Marketing,8.42,8.37,10,No,7,8,5,Yes
108,Computer Science,6.21,6.57,2,No,10,2,4,No
73,Education,8.04,7.64,7,Yes,3,3,2,No
114,Engineering,9.85,9.45,2,No,7,5,3,Yes
114,Pharmacy,9.94,9.99,1,No,9,9,1,Yes
112,Restaurant,8.21,8.36,8,No,3,6,4,Yes
105,Education,9.43,9.08,9,Yes,8,3,0,No
103,Pharmacy,6,5.97,7,No,0,3,4,No
115,Restaurant,6.23,5.82,4,No,5,8,2,Yes
128,Marketing,9.76,9.86,7,No,0,4,2,Yes
85,Pharmacy,5.68,6.04,4,Yes,5,5,5,No
116,Restaurant,5.96,6.2,7,Yes,3,4,1,No
98,Computer Science,7.1,6.98,4,No,7,9,3,No
98,Marketing,7.95,8.44,9,No,7,8,4,Yes
76,Education,8.02,8.18,5,No,8,7,3,No
95,Education,6.46,6.78,7,No,6,4,0,No
85,Engineering,9.6,9.77,8,No,10,9,3,Yes
93,Finance,9.58,10.07,5,No,7,8,3,Yes
83,Business,6.96,7.28,1,No,10,8,1,No
93,Computer Science,7.17,7.19,4,Yes,2,10,0,No
93,Marketing,8.51,8.38,3,No,9,2,5,No
101,Pharmacy,8.31,8.49,7,No,3,5,2,No
75,Education,6.91,7,6,No,3,6,3,No
78,Computer Science,7.07,7.2,6,No,5,6,0,No
105,Marketing,6.74,6.58,2,No,6,9,0,No
88,Marketing,6.18,6.11,6,Yes,8,4,2,No
116,Pharmacy,7.29,7.35,8,Yes,9,7,1,No
103,Marketing,8.43,8.77,5,No,5,9,0,No
109,Psychology,8.71,8.97,9,No,1,5,2,No
121,Computer Science,8.89,8.51,2,No,9,6,4,Yes
95,Restaurant,6.87,6.62,7,No,9,1,0,No
91,Education,8.82,8.35,6,No,6,7,4,No
113,Education,5.03,4.54,6,Yes,9,5,4,No
107,Restaurant,7.39,7.11,4,Yes,8,4,0,No
97,Computer Science,8.97,9.27,10,No,7,3,2,No
120,Business,8.15,8.55,9,No,3,1,4,Yes
96,Computer Science,7.37,7.26,6,No,1,5,1,No
100,Design,8.22,8.28,8,Yes,7,3,3,No
100,Marketing,9.53,9.74,8,No,5,8,5,Yes
85,Finance,7.83,8.28,4,No,7,4,4,No
101,Pharmacy,9,9.41,5,No,10,3,4,No
120,Psychology,9.9,9.46,2,No,8,1,3,Yes
106,Finance,8.53,8.28,4,No,2,10,2,Yes
100,Restaurant,7.87,7.42,6,Yes,7,2,1,No
97,Pharmacy,5.19,5.31,2,No,9,10,1,No
104,Pharmacy,6.87,7.08,2,No,7,2,4,No
111,Pharmacy,7.83,7.64,10,No,4,1,0,No
109,Education,8.99,9.34,7,Yes,5,8,0,No
95,Psychology,7.19,7.14,10,Yes,4,5,5,No
104,Education,9.8,10.3,5,Yes,5,2,4,No
107,Marketing,6.36,5.86,3,Yes,0,8,5,No
84,Design,8.72,8.33,3,No,9,10,0,No
102,Engineering,7.1,6.9,7,No,9,5,1,No
67,Psychology,7.43,6.96,3,Yes,9,10,1,No
107,Finance,9.01,9.29,10,Yes,1,5,3,No
109,Marketing,6.48,6.03,5,Yes,7,2,1,No
111,Computer Science,5.48,5.73,2,No,0,8,5,Yes
94,Restaurant,7.6,7.15,3,No,8,3,2,No
104,Design,7.64,7.39,4,No,6,4,1,No
121,Marketing,8.99,9.33,1,Yes,0,5,4,Yes
121,Computer Science,9.84,10.29,4,No,4,10,5,Yes
99,Design,5.28,5.19,4,No,1,9,0,No
102,Computer Science,7.96,8.43,3,No,10,2,0,No
116,Psychology,8.41,8.54,10,No,0,8,1,Yes
77,Computer Science,9.93,9.85,9,No,0,5,1,No
95,Design,9.71,10.01,3,No,4,9,0,No
120,Computer Science,8.56,8.36,2,Yes,3,9,0,Yes
114,Finance,7.61,7.38,7,No,4,10,1,No
105,Marketing,5.81,5.97,9,No,5,3,2,No
77,Design,6.92,6.81,6,Yes,0,9,2,No
99,Finance,7.93,7.57,5,No,1,7,0,No
91,Computer Science,8.63,8.2,1,Yes,1,9,3,Yes
104,Computer Science,8.18,8.47,3,No,4,7,2,No
87,Pharmacy,8.57,8.75,9,Yes,9,8,4,Yes
84,Design,7.15,7.06,8,No,8,4,5,No
69,Psychology,8.64,9.04,9,Yes,6,5,0,No
118,Computer Science,5.72,5.63,8,No,9,6,2,No
94,Restaurant,5.81,6.02,1,Yes,3,4,1,No
102,Education,5.81,6.22,8,No,4,8,3,No
99,Engineering,9.45,9.79,8,No,10,5,5,No
83,Education,5.38,5.39,5,No,6,3,5,No
81,Psychology,9.01,9.19,6,No,9,1,1,No
84,Marketing,6.17,6.08,2,Yes,8,1,5,No
89,Business,7.34,7.49,1,Yes,9,8,1,No
105,Restaurant,9.58,9.34,8,Yes,6,3,3,No
88,Business,7.93,7.86,7,No,10,10,0,No
126,Computer Science,6.05,5.76,4,No,1,4,5,No
115,Marketing,6.42,5.96,7,No,3,7,1,No
112,Finance,9.6,9.69,2,No,9,1,5,Yes
98,Computer Science,7.14,7.5,2,No,3,6,0,No
122,Business,7.93,7.46,7,Yes,10,1,0,No
96,Computer Science,7.3,7,3,Yes,8,3,0,No
99,Engineering,6.89,6.85,6,No,7,4,5,No
102,Pharmacy,6.12,6.29,7,No,5,7,1,No
110,Engineering,8.43,8.1,7,No,7,2,0,No
109,Marketing,8.59,8.15,10,No,6,8,1,No
92,Finance,6.37,6.39,4,Yes,7,6,0,No
92,Engineering,8.95,9.27,3,Yes,6,10,4,Yes
109,Design,9.27,8.81,1,Yes,1,2,1,No
110,Finance,9.6,9.45,7,No,10,3,4,No
94,Business,5.81,5.97,9,No,5,4,0,No
76,Engineering,6.52,6.15,1,No,3,6,1,No
96,Pharmacy,9.3,9.04,5,No,3,1,5,No
109,Finance,5.99,6.03,4,Yes,9,5,3,No
127,Computer Science,5.02,5.47,10,Yes,5,8,4,Yes
82,Pharmacy,9.35,9.14,2,Yes,7,7,2,No
93,Computer Science,6.63,6.62,7,No,4,3,2,No
94,Engineering,7.07,6.97,7,Yes,2,2,3,No
120,Restaurant,7.23,7.63,8,No,0,2,3,No
99,Restaurant,9.24,8.81,3,Yes,4,10,5,Yes
86,Business,6.69,6.76,6,No,2,5,2,No
108,Pharmacy,9.46,9.81,4,No,2,8,1,No
93,Computer Science,8.08,8.57,3,Yes,3,6,0,No
81,Psychology,7.64,7.84,4,No,8,6,1,No
86,Pharmacy,6.63,6.51,1,Yes,3,7,2,No
126,Design,6.22,6.13,7,Yes,4,1,4,No
105,Business,8.12,7.97,7,No,9,3,4,No
101,Education,7.23,7.33,7,No,4,5,0,No
96,Education,9.55,9.79,2,Yes,0,7,0,No
104,Computer Science,7.46,7.78,1,No,6,6,5,No
104,Restaurant,7.56,7.48,9,Yes,1,1,2,No
104,Finance,7.08,7.3,2,No,5,9,2,No
101,Design,8.95,9.37,5,No,10,3,0,No
113,Education,7.12,7.54,5,No,3,7,4,No
100,Computer Science,6.35,6.55,8,Yes,4,1,3,No
85,Computer Science,9.31,9.45,1,No,4,1,3,No
90,Engineering,7.98,8.01,7,Yes,3,1,3,No
70,Restaurant,7.96,7.64,3,No,1,4,4,No
130,Pharmacy,8.05,7.67,2,No,7,1,1,No
112,Finance,8.59,8.58,5,No,0,1,1,No
87,Engineering,6.57,6.23,4,No,8,9,4,No
95,Education,5.17,5.25,9,No,5,8,1,No
90,Finance,9.05,9.2,1,Yes,3,5,3,No
123,Business,5.64,5.67,3,No,5,2,4,No
78,Restaurant,8.61,8.15,3,Yes,10,7,0,No
101,Education,5.41,4.97,4,No,8,1,4,No
98,Computer Science,6.88,6.49,7,No,8,9,2,No
112,Education,5.32,4.97,5,Yes,2,1,3,No
98,Psychology,7.61,8.1,10,No,7,3,5,No
73,Marketing,8.27,8.11,6,No,0,6,3,No
96,Marketing,5.86,5.65,3,No,8,4,2,No
85,Education,6.86,6.41,5,No,6,2,3,No
101,Psychology,9.65,9.79,2,Yes,9,5,5,No
121,Education,7.21,7.36,4,No,6,10,2,Yes
73,Marketing,9.01,8.69,3,Yes,5,1,5,No
87,Engineering,9.64,10.06,3,No,0,1,2,No
91,Business,9.87,10.17,4,No,1,6,3,No
94,Marketing,9.49,9.22,8,Yes,10,9,4,Yes
111,Business,6.59,6.58,8,Yes,2,10,2,Yes
97,Computer Science,9.81,9.77,1,No,0,7,0,No
106,Business,9.06,8.91,5,No,4,10,2,Yes
90,Engineering,9.19,9.51,2,No,10,4,0,No
103,Psychology,5.08,4.69,10,Yes,4,8,4,No
111,Business,9.77,9.69,6,No,5,1,2,Yes
89,Finance,8.89,8.82,3,Yes,6,5,2,No
111,Pharmacy,8.84,8.81,10,Yes,9,2,2,Yes
100,Marketing,5.41,5.77,10,No,8,3,0,No
115,Psychology,6.16,5.88,9,No,6,10,4,Yes
96,Design,9.81,9.41,9,Yes,5,4,3,No
105,Computer Science,7.5,7.62,8,No,8,1,5,No
99,Pharmacy,6.99,6.66,2,No,1,5,5,No
98,Finance,9.2,8.77,2,No,5,10,1,No
103,Restaurant,5.44,5.37,2,No,4,6,2,No
108,Engineering,7.08,6.8,5,Yes,5,1,2,No
81,Education,6.88,6.74,10,No,9,4,2,No
121,Pharmacy,6.75,6.51,9,No,0,2,3,No
72,Psychology,6.54,6.13,7,Yes,10,1,4,No
89,Psychology,6.05,6.11,7,No,4,5,0,No
98,Psychology,5.86,5.39,3,No,7,1,3,No
106,Computer Science,8.2,8.67,3,Yes,2,8,4,Yes
123,Business,9.6,9.44,10,Yes,2,2,1,No
72,Marketing,7.54,7.74,3,Yes,10,5,5,No
92,Restaurant,6.49,6.8,1,No,6,3,4,No
68,Education,5.8,5.58,8,Yes,6,6,4,No
100,Psychology,9.15,9.4,2,No,1,6,0,No
104,Education,9.86,10.19,7,No,7,8,4,Yes
123,Design,6.75,6.49,9,No,4,5,4,No
101,Computer Science,6.45,6.94,2,No,8,5,5,No
115,Psychology,8.01,7.53,1,No,0,5,2,No
108,Design,8.88,8.6,5,No,10,9,0,No
93,Restaurant,7.28,7.56,10,Yes,3,2,4,No
78,Restaurant,8.15,7.84,5,Yes,7,3,4,No
104,Marketing,8.58,8.78,1,No,8,4,2,No
77,Finance,9.8,10.16,9,Yes,8,7,0,No
119,Marketing,5.83,6.29,3,No,9,10,1,No
97,Business,9.99,9.96,2,No,10,1,0,No
117,Education,6.96,7.43,7,Yes,0,3,3,No
92,Engineering,8.62,8.53,5,No,0,10,4,Yes
104,Restaurant,7.86,7.58,4,No,6,7,5,No
103,Engineering,7.43,7.44,4,No,10,8,3,No
99,Computer Science,8.49,8.64,9,Yes,5,2,3,No
93,Pharmacy,6.98,6.94,9,No,6,3,1,No
105,Psychology,5.63,5.7,1,No,7,7,4,No
86,Computer Science,7.44,7.36,10,No,10,7,0,No
81,Restaurant,7.61,7.63,7,No,5,3,5,No
118,Design,6.01,6.46,8,Yes,9,10,2,Yes
110,Education,9.68,9.68,5,Yes,9,5,4,No
100,Engineering,6.14,5.89,7,Yes,9,7,3,No
124,Marketing,7.05,7.31,8,Yes,6,3,3,No
95,Pharmacy,5.77,5.61,8,No,10,8,4,No
119,Finance,7.68,8,9,Yes,6,4,1,No
102,Computer Science,6.54,6.1,5,No,6,7,0,No
84,Finance,7.45,7.28,2,Yes,1,2,5,No
127,Engineering,6.12,5.71,6,Yes,2,5,2,No
114,Engineering,5.27,4.86,1,No,9,6,5,No
98,Psychology,8.9,9.06,10,No,8,1,5,No
110,Design,8.21,8.1,6,No,0,9,1,No
93,Design,6.7,7.07,3,No,7,9,5,No
112,Business,5.24,5.26,3,No,6,4,5,No
64,Marketing,9.33,9.13,7,No,5,5,0,No
84,Restaurant,5.85,6.07,4,Yes,0,9,4,No
114,Restaurant,9.65,9.77,5,No,8,10,1,Yes
96,Engineering,7.39,7.69,6,No,1,2,5,No
103,Computer Science,6.7,6.84,10,No,9,5,2,No
79,Education,8.71,8.38,6,No,4,4,0,No
127,Restaurant,9.38,9.55,2,No,8,2,4,Yes
117,Restaurant,6.85,6.74,3,No,7,2,0,No
96,Computer Science,7.04,7,1,Yes,9,9,2,No
93,Marketing,7.17,7.59,3,No,3,10,4,No
115,Pharmacy,9.61,9.47,8,No,7,8,3,Yes
129,Design,8.46,8.57,4,No,8,10,3,Yes
